mirna
ACVR2B
ADAM11
AP1G1
ARF6
BEND3
BTBD3
C2CD5
CBX7
CDON
CDYL
CEP97
CLIP1
CREBRF
DDX3X
DMXL2
FIGN
GABRA1
GIGYF1
GLS
GPD1L
IL2
INO80D
KCNQ5
KMT2A
KMT2C
LARP4
LGALSL
NEK7
NEXMIF
NWD2
OSBPL3
PDE5A
PLCL2
POU2F1
PPIP5K2
PROX1
PRTG
PTBP3
REPS2
RLF
RNF217
S1PR1
SCD
SESN3
SIPA1L2
SPP1
SPRY4
SSX2IP
ST8SIA4
TADA2B
TBC1D1
TENT4B
TMEM94
TNPO1
TRIM2
TRIM71
UBE2B
ZFP36L2
ZFP90
ZIC3
ZNF268
ZNF37A
ZNF426
ZNF439
ZNF559
ZNF594
ZNF597
ZNF704
ZNF780A
ZNF780B
ZNF781
ZNF844
