mirna
ACTR3C
ADAMTS3
ADAMTS9
ADRA2A
ALG10
ANKRA2
ANO4
ATG12
B3GNT5
BDP1
BRWD1
BRWD3
C9ORF72
CARF
CCDC97
CCNE2
CELSR3
CHD1
CHL1
COL25A1
CYP24A1
DCTN4
DCUN1D3
DESI2
DOLPP1
E2F7
EED
ELL2
EML1
EXTL2
FAM160B1
FAP
FNDC3A
FOXG1
FRZB
FZD3
GABRB1
GALNT7
GMNC
HCFC2
HDAC9
ITPK1
KLF10
KLHL20
KLHL28
LCLAT1
LHX8
LIMCH1
LIN28B
LMBR1
LMBR1L
LRRC17
MAST4
MEIOB
MIER3
MKRN3
MTDH
MYH11
NCAM1
NECAP1
NEDD4
NFAT5
NFIB
NT5E
PDE7A
PEX5L
PHTF2
PIP4K2A
PLAGL2
PLPP6
PLPPR4
POLR3E
PPARGC1B
PPP1R2
PPP3R1
PRDM1
PTGFRN
PTP4A1
PTPN13
RARG
REEP3
RFX6
RFX7
RGS8
RIMBP2
ROR1
RORA
RTKN2
RUNX1
SCARA5
SCML1
SCN2A
SCN3A
SCN9A
SEC24A
SETD5
SH2B3
SH3PXD2A
SLC35A3
SNX16
SNX18
SOX9
SPEN
SPOCK3
STIM2
STK35
STK39
STOX2
STXBP5
TENT2
TLL2
TMEM170B
TMEM181
TNIK
TNRC6A
TWF1
UBE2J1
UBN2
USP37
VIM
WDR7
XPO1
YOD1
YPEL2
YTHDF3
ZBTB41
ZMYND8
ZNRF1
