mirna
ADM
ATP11C
B3GNT5
BAG4
BLOC1S2
CASZ1
CDK8
CEP350
CHORDC1
CIPC
CLASP2
COL10A1
CREBRF
E2F7
EPC2
ERLIN1
ETNK1
FAM136A
FAM98A
FBXL19
FBXO28
FRMD4B
GNA13
KCNJ2
KLHL42
LARP1
LEF1
LSM12
MAB21L1
MTM1
NAB1
NAP1L5
NHS
OSBPL11
OTUD4
PARPBP
PEX13
PHF3
PITPNC1
PLOD2
POLR3G
PTEN
RHOQ
RPS6KA6
SLC25A16
SLC25A36
SLC2A13
SLC7A11
SMAD1
STK39
STRADB
STRBP
SYT10
TET1
TET2
TET3
TMC7
TNRC6B
TP53INP1
UBN2
ULK2
USP3
USP9X
ZNF608
ZSWIM6
