mirna
ABCE1
ABHD17C
ADD3
AP1G1
CAMSAP2
CLCN3
DAB2
DLGAP1
ELK4
FAM135A
FLI1
FSCN1
ITGB8
IVNS1ABP
KCNA4
MBTD1
MDFIC
MPZL2
MRTFB
MYO5A
MYO6
MYRF
NAA40
NUAK1
PPP3CA
PPP4R2
SEMA3A
SLC38A11
SMAD3
SPSB4
SRGAP1
SRGAP2
SSH2
TRIM2
