mirna
AGAP1
ARHGAP20
ATP11C
AUH
BORA
BRWD1
C2ORF69
C3ORF52
CACUL1
CCNT2
CDC40
CGGBP1
CLCN3
CNOT6L
CNR1
CRISPLD1
CRLF3
CSNK1G3
CTCF
DNAJC6
ELF4
ETNK1
FAM126B
FAM234B
FUT9
HEXIM1
IGSF8
INTU
KLF3
LPP
MAP3K1
MAP4K4
MAP7
MCFD2
MICU3
MRC1
NACC2
NAP1L5
NCOA2
NEK6
NR6A1
NSD2
NUAK2
NUFIP2
NUP50
OSBPL8
PDE4B
PDE7A
PDIA6
PKP4
PPARGC1A
PPIF
PPM1K
PPP4R4
PRDM1
PRTG
PTEN
PTGER4
RAB8B
REPS2
ROBO2
RPRD2
SCG5
SEC23A
SEC23IP
SEC24A
SEMA6D
SESN3
SFT2D1
SLC1A1
SLC4A4
SLC6A14
SNX5
SOCS6
STAT5B
STX12
TAB3
TLK1
TMED5
TMPO
TNFAIP3
TNPO1
TNRC6A
TOP1
TRIL
TUSC2
VGLL3
WBP2
ZBTB34
ZFHX4
ZIC4
ZNF117
ZNF138
ZNF716
ZNF99
