mirna
ABCG2
ACTR3
ACVR2A
AGTR2
AMOT
APPBP2
ARPP19
BCL10
BCL11A
BCL11B
BRPF3
BRWD3
BTC
CAV1
CCDC158
CCDC88A
CDK6
CHD1
CLCC1
CNOT6L
COL19A1
CPNE4
CPNE8
CREB1
CSPG5
CSRNP3
DAAM1
DCX
DDX3X
DSC3
EEA1
EIF2AK3
ELOVL5
EPHA7
ERC2
FAM102B
FAM135A
FAM76B
FBXO28
FBXO32
FGL2
FNDC3A
G0S2
GIT2
GOLPH3
GPM6A
GRM5
GTF2A2
GUCY1A2
HOOK1
HOOK3
IDE
IGSF11
IRAK1BP1
IRF2BP2
ITGB1
IVNS1ABP
KAT2B
KATNBL1
KDSR
KLF6
KLHL15
LCOR
LDB2
LHX9
LRP8
LUC7L3
LY75
MAST3
MBNL3
MDFIC
MEX3D
MMD
MRPL19
MTURN
MYO6
MZT1
NECTIN3
NEDD4L
NEUROD1
NUFIP2
NXF1
OCLN
OSBPL8
PCF11
PCLO
PECR
PELI2
PHIP
PIAS3
PIK3CA
PLOD2
PLPPR4
PPEF2
PPFIA1
PPM1D
PPP2R2A
PPP6C
PTBP3
PTPRG
RB1CC1
RC3H1
RIC1
ROBO2
RORA
RUNX1
RXYLT1
RYBP
SCAI
SCN9A
SEC61A2
SESN3
SIRT1
SKIDA1
SLAIN1
SLC19A2
SLC2A13
SMARCE1
SMG1
SMIM17
SMPD3
SP1
SPRED1
STXBP5
TAOK1
TENT4B
THSD7A
TM9SF3
TNRC18
TNRC6B
TRAK2
TRIO
TSPAN9
TUT7
UBE2B
UBE2K
UBE4A
UBR5
UNK
USP25
WWTR1
XRN1
YTHDF3
ZBTB20
ZBTB44
ZC3H12C
ZEB2
ZFAND4
ZHX1
ZNF652
ZNF704
