"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT040789","hsa","hsa","hsa-miR-18a-3p","NIN","0","0","0","0","1","0","0","0","1","1"
"MIRT040790","hsa","hsa","hsa-miR-18a-3p","ATP5A1","0","0","0","0","1","0","0","0","1","1"
"MIRT040791","hsa","hsa","hsa-miR-18a-3p","SEMA4G","0","0","0","0","1","0","0","0","1","1"
"MIRT040792","hsa","hsa","hsa-miR-18a-3p","SULT1A3","0","0","0","0","1","0","0","0","1","1"
"MIRT040793","hsa","hsa","hsa-miR-18a-3p","TTPAL","0","0","0","0","1","0","0","0","1","1"
"MIRT040794","hsa","hsa","hsa-miR-18a-3p","GREB1L","0","0","0","0","1","0","0","0","1","1"
"MIRT040795","hsa","hsa","hsa-miR-18a-3p","RNF170","0","0","0","0","1","0","0","0","1","1"
"MIRT040796","hsa","hsa","hsa-miR-18a-3p","SET","0","0","0","0","1","0","0","0","1","1"
"MIRT040797","hsa","hsa","hsa-miR-18a-3p","SPECC1L","0","0","0","0","1","0","0","0","1","1"
"MIRT040798","hsa","hsa","hsa-miR-18a-3p","CANT1","0","0","0","0","1","0","0","0","1","1"
"MIRT040799","hsa","hsa","hsa-miR-18a-3p","DHCR24","0","0","0","0","1","0","0","0","1","1"
"MIRT040800","hsa","hsa","hsa-miR-18a-3p","PRRC2A","0","0","0","0","1","0","0","0","1","1"
"MIRT040801","hsa","hsa","hsa-miR-18a-3p","NUP98","0","0","0","0","1","0","0","0","1","1"
"MIRT040802","hsa","hsa","hsa-miR-18a-3p","FADS2","0","0","0","0","1","0","0","0","1","1"
"MIRT040803","hsa","hsa","hsa-miR-18a-3p","PIK3R3","0","0","0","0","1","0","0","0","1","1"
"MIRT040804","hsa","hsa","hsa-miR-18a-3p","TRAPPC10","0","0","0","0","1","0","0","0","1","1"
"MIRT040805","hsa","hsa","hsa-miR-18a-3p","ARHGEF7","0","0","0","0","1","0","0","0","1","1"
"MIRT040806","hsa","hsa","hsa-miR-18a-3p","PDPR","0","0","0","0","1","0","0","0","1","1"
"MIRT040807","hsa","hsa","hsa-miR-18a-3p","TUBB","0","0","0","0","1","0","0","0","1","1"
"MIRT040808","hsa","hsa","hsa-miR-18a-3p","ATP2C1","0","0","0","0","1","0","0","0","1","1"
"MIRT040809","hsa","hsa","hsa-miR-18a-3p","EIF1AX","0","0","0","0","1","0","0","0","1","1"
"MIRT040810","hsa","hsa","hsa-miR-18a-3p","NUP210","0","0","0","0","1","0","0","0","1","1"
"MIRT040811","hsa","hsa","hsa-miR-18a-3p","TMEM109","0","0","0","0","1","0","0","0","1","1"
"MIRT040812","hsa","hsa","hsa-miR-18a-3p","FKBP4","0","0","0","0","1","0","0","0","1","1"
"MIRT040813","hsa","hsa","hsa-miR-18a-3p","SENP1","0","0","0","0","1","0","0","0","1","1"
"MIRT040814","hsa","hsa","hsa-miR-18a-3p","ADAD2","0","0","0","0","1","0","0","0","1","1"
"MIRT040815","hsa","hsa","hsa-miR-18a-3p","SHQ1","0","0","0","0","1","0","0","0","1","1"
"MIRT040816","hsa","hsa","hsa-miR-18a-3p","EDARADD","0","0","0","0","1","0","0","0","1","1"
"MIRT040817","hsa","hsa","hsa-miR-18a-3p","COG4","0","0","0","0","1","0","0","0","1","1"
"MIRT040818","hsa","hsa","hsa-miR-18a-3p","CACNA2D3","0","0","0","0","1","0","0","0","1","1"
"MIRT040819","hsa","hsa","hsa-miR-18a-3p","SETD1A","0","0","0","0","1","0","0","0","1","1"
"MIRT040820","hsa","hsa","hsa-miR-18a-3p","ZW10","0","0","0","0","1","0","0","0","1","1"
"MIRT040821","hsa","hsa","hsa-miR-18a-3p","TAPBP","0","0","0","0","1","0","0","0","1","1"
"MIRT040822","hsa","hsa","hsa-miR-18a-3p","SUN1","0","0","0","0","1","0","0","0","1","1"
"MIRT040823","hsa","hsa","hsa-miR-18a-3p","PDE4A","0","0","0","0","1","0","0","0","1","1"
"MIRT040824","hsa","hsa","hsa-miR-18a-3p","ST7L","0","0","0","0","1","0","0","0","1","1"
"MIRT040825","hsa","hsa","hsa-miR-18a-3p","SNX17","0","0","0","0","1","0","0","0","1","1"
"MIRT040826","hsa","hsa","hsa-miR-18a-3p","IP6K2","0","0","0","0","1","0","0","0","1","1"
"MIRT040827","hsa","hsa","hsa-miR-18a-3p","FOXK2","0","0","0","0","1","0","0","0","1","1"
"MIRT040828","hsa","hsa","hsa-miR-18a-3p","CACHD1","0","0","0","0","1","0","0","0","1","1"
"MIRT040829","hsa","hsa","hsa-miR-18a-3p","KHDRBS1","0","0","0","0","1","0","0","0","1","1"
"MIRT040830","hsa","hsa","hsa-miR-18a-3p","MRPL24","0","0","0","0","1","0","0","0","1","1"
"MIRT040831","hsa","hsa","hsa-miR-18a-3p","BRD1","0","0","0","0","1","0","0","0","1","1"
"MIRT040832","hsa","hsa","hsa-miR-18a-3p","GNAS","0","0","0","0","1","0","0","0","1","1"
"MIRT040833","hsa","hsa","hsa-miR-18a-3p","CELF1","0","0","0","0","1","0","0","0","1","1"
"MIRT040834","hsa","hsa","hsa-miR-18a-3p","CIZ1","0","0","0","0","1","0","0","0","1","1"
"MIRT040835","hsa","hsa","hsa-miR-18a-3p","TUT1","0","0","0","0","1","0","0","0","1","1"
"MIRT040836","hsa","hsa","hsa-miR-18a-3p","RAB13","0","0","0","0","1","0","0","0","1","1"
"MIRT040837","hsa","hsa","hsa-miR-18a-3p","LNPEP","0","0","0","0","1","0","0","0","1","1"
"MIRT040838","hsa","hsa","hsa-miR-18a-3p","ZNF488","0","0","0","0","1","0","0","0","1","1"
"MIRT040839","hsa","hsa","hsa-miR-18a-3p","RPS2","0","0","0","0","1","0","0","0","1","1"
"MIRT040840","hsa","hsa","hsa-miR-18a-3p","NOL6","0","0","0","0","1","0","0","0","1","1"
"MIRT040841","hsa","hsa","hsa-miR-18a-3p","PABPC1","0","0","0","0","1","0","0","0","1","1"
"MIRT040842","hsa","hsa","hsa-miR-18a-3p","KBTBD4","0","0","0","0","1","0","0","0","1","1"
"MIRT040843","hsa","hsa","hsa-miR-18a-3p","AP3D1","0","0","0","0","1","0","0","0","1","1"
"MIRT040844","hsa","hsa","hsa-miR-18a-3p","GPR55","0","0","0","0","1","0","0","0","1","1"
"MIRT040845","hsa","hsa","hsa-miR-18a-3p","TMEM203","0","0","0","0","1","0","0","0","1","1"
"MIRT040846","hsa","hsa","hsa-miR-18a-3p","FGF11","0","0","0","0","1","0","0","0","1","1"
"MIRT040847","hsa","hsa","hsa-miR-18a-3p","HNRNPF","0","0","0","0","1","0","0","0","1","1"
"MIRT040848","hsa","hsa","hsa-miR-18a-3p","STRN4","0","0","0","0","1","0","0","0","1","1"
"MIRT040849","hsa","hsa","hsa-miR-18a-3p","ITM2C","0","0","0","0","1","0","0","0","1","1"
"MIRT040850","hsa","hsa","hsa-miR-18a-3p","NEURL4","0","0","0","0","1","0","0","0","1","1"
"MIRT040851","hsa","hsa","hsa-miR-18a-3p","HNRNPC","0","0","0","0","1","0","0","0","1","1"
"MIRT040852","hsa","hsa","hsa-miR-18a-3p","PHLDB1","0","0","0","0","1","0","0","0","1","1"
"MIRT040853","hsa","hsa","hsa-miR-18a-3p","EIF4A3","0","0","0","0","1","0","0","0","1","1"
"MIRT040854","hsa","hsa","hsa-miR-18a-3p","RBBP4","0","0","0","0","1","0","0","0","1","1"
"MIRT040855","hsa","hsa","hsa-miR-18a-3p","IER2","0","0","0","0","1","0","0","0","1","1"
"MIRT040856","hsa","hsa","hsa-miR-18a-3p","TRIP12","0","0","0","0","1","0","0","0","1","1"
"MIRT040857","hsa","hsa","hsa-miR-18a-3p","CDCA2","0","0","0","0","1","0","0","0","1","1"
"MIRT040858","hsa","hsa","hsa-miR-18a-3p","GCN1L1","0","0","0","0","1","0","0","0","1","1"
"MIRT040859","hsa","hsa","hsa-miR-18a-3p","DDX17","0","0","0","0","1","0","0","0","1","1"
"MIRT040860","hsa","hsa","hsa-miR-18a-3p","POLE3","0","0","0","0","1","0","0","0","1","1"
"MIRT040861","hsa","hsa","hsa-miR-18a-3p","G3BP1","0","0","0","0","1","0","0","0","1","1"
"MIRT040862","hsa","hsa","hsa-miR-18a-3p","HIST1H1C","0","0","0","0","1","0","0","0","1","1"
"MIRT040863","hsa","hsa","hsa-miR-18a-3p","BSN","0","0","0","0","1","0","0","0","1","1"
"MIRT040864","hsa","hsa","hsa-miR-18a-3p","HMGB1","0","0","0","0","1","0","0","1","2","3"
"MIRT040865","hsa","hsa","hsa-miR-18a-3p","TTLL12","0","0","0","0","1","0","0","0","1","1"
"MIRT040866","hsa","hsa","hsa-miR-18a-3p","ACLY","0","0","0","0","1","0","0","0","1","1"
"MIRT040867","hsa","hsa","hsa-miR-18a-3p","EXOC7","0","0","0","0","1","0","0","0","1","1"
"MIRT040868","hsa","hsa","hsa-miR-18a-3p","BCS1L","0","0","0","0","1","0","0","0","1","1"
"MIRT040869","hsa","hsa","hsa-miR-18a-3p","KIAA0100","0","0","0","0","1","0","0","0","1","1"
"MIRT040870","hsa","hsa","hsa-miR-18a-3p","RPS15","0","0","0","0","1","0","0","0","1","1"
"MIRT040871","hsa","hsa","hsa-miR-18a-3p","DBN1","0","0","0","0","1","0","0","0","1","1"
"MIRT040872","hsa","hsa","hsa-miR-18a-3p","ARAP1","0","0","0","0","1","0","0","0","1","1"
"MIRT040873","hsa","hsa","hsa-miR-18a-3p","EGLN3","0","0","0","0","1","0","0","0","1","1"
"MIRT040874","hsa","hsa","hsa-miR-18a-3p","DIS3L","0","0","0","0","1","0","0","0","1","1"
"MIRT040875","hsa","hsa","hsa-miR-18a-3p","PTGS1","0","0","0","0","1","0","0","1","2","3"
"MIRT040876","hsa","hsa","hsa-miR-18a-3p","IRS4","0","0","0","0","1","0","0","0","1","1"
"MIRT040877","hsa","hsa","hsa-miR-18a-3p","COL4A1","0","0","0","0","1","0","0","0","1","1"
"MIRT040878","hsa","hsa","hsa-miR-18a-3p","H2AFV","0","0","0","0","1","0","0","0","1","1"
"MIRT040879","hsa","hsa","hsa-miR-18a-3p","OTUD4","0","0","0","0","1","0","0","0","1","1"
"MIRT040880","hsa","hsa","hsa-miR-18a-3p","RNF187","0","0","0","0","1","0","0","0","1","1"
"MIRT040881","hsa","hsa","hsa-miR-18a-3p","CIC","0","0","0","0","1","0","0","0","1","1"
"MIRT040882","hsa","hsa","hsa-miR-18a-3p","RPL7L1","0","0","0","0","1","0","0","0","1","1"
"MIRT040883","hsa","hsa","hsa-miR-18a-3p","USP32","0","0","0","0","1","0","0","0","1","1"
"MIRT040884","hsa","hsa","hsa-miR-18a-3p","SENP3","0","0","0","0","1","0","0","0","1","1"
"MIRT040885","hsa","hsa","hsa-miR-18a-3p","RCC1","0","0","0","0","1","0","0","0","1","1"
"MIRT040886","hsa","hsa","hsa-miR-18a-3p","GNA13","0","0","0","0","1","0","0","0","1","1"
"MIRT040887","hsa","hsa","hsa-miR-18a-3p","ZNF777","0","0","0","0","1","0","0","0","1","1"
"MIRT040888","hsa","hsa","hsa-miR-18a-3p","HSPA1B","0","0","0","0","1","0","0","0","1","1"
"MIRT040889","hsa","hsa","hsa-miR-18a-3p","LMAN1","0","0","0","0","1","0","0","0","1","1"
"MIRT040890","hsa","hsa","hsa-miR-18a-3p","HNRNPD","0","0","0","0","1","0","0","0","1","1"
"MIRT040891","hsa","hsa","hsa-miR-18a-3p","NDUFB3","0","0","0","0","1","0","0","0","1","1"
"MIRT040892","hsa","hsa","hsa-miR-18a-3p","ENO1","0","0","0","0","1","0","0","0","1","1"
"MIRT040893","hsa","hsa","hsa-miR-18a-3p","SF3B2","0","0","0","0","1","0","0","0","1","1"
"MIRT040894","hsa","hsa","hsa-miR-18a-3p","CCDC51","0","0","0","0","1","0","0","0","1","1"
"MIRT040895","hsa","hsa","hsa-miR-18a-3p","CDK2AP1","0","0","0","0","1","0","0","0","1","1"
"MIRT040896","hsa","hsa","hsa-miR-18a-3p","DALRD3","0","0","0","0","1","0","0","0","1","1"
"MIRT040897","hsa","hsa","hsa-miR-18a-3p","GIPC1","0","0","0","0","1","0","0","0","1","1"
"MIRT040898","hsa","hsa","hsa-miR-18a-3p","DNMT3A","0","0","0","0","1","0","0","0","1","1"
"MIRT040899","hsa","hsa","hsa-miR-18a-3p","ACOT7","0","0","0","0","1","0","0","0","1","1"
"MIRT040900","hsa","hsa","hsa-miR-18a-3p","DDAH1","0","0","0","0","1","0","0","0","1","1"
"MIRT040901","hsa","hsa","hsa-miR-18a-3p","KLHDC10","0","0","0","0","1","0","0","0","1","1"
"MIRT040902","hsa","hsa","hsa-miR-18a-3p","MAP7D1","0","0","0","0","1","0","0","0","1","1"
"MIRT040903","hsa","hsa","hsa-miR-18a-3p","FAM120A","0","0","0","0","1","0","0","0","1","1"
"MIRT040904","hsa","hsa","hsa-miR-18a-3p","TACC3","0","0","0","0","1","0","0","0","1","1"
"MIRT040905","hsa","hsa","hsa-miR-18a-3p","GMPS","0","0","0","0","1","0","0","0","1","1"
"MIRT040906","hsa","hsa","hsa-miR-18a-3p","HNRNPM","0","0","0","0","1","0","0","0","1","1"
"MIRT040907","hsa","hsa","hsa-miR-18a-3p","ARID1A","0","0","0","0","1","0","0","0","1","1"
"MIRT040908","hsa","hsa","hsa-miR-18a-3p","ZC3H3","0","0","0","0","1","0","0","0","1","1"
"MIRT040909","hsa","hsa","hsa-miR-18a-3p","PLSCR1","0","0","0","0","1","0","0","0","1","1"
"MIRT040910","hsa","hsa","hsa-miR-18a-3p","PPTC7","0","0","0","0","1","0","0","0","1","1"
"MIRT040911","hsa","hsa","hsa-miR-18a-3p","TUBGCP3","0","0","0","0","1","0","0","0","1","1"
"MIRT040912","hsa","hsa","hsa-miR-18a-3p","MDC1","0","0","0","0","1","0","0","0","1","1"
"MIRT040913","hsa","hsa","hsa-miR-18a-3p","ZNF428","0","0","0","0","1","0","0","0","1","1"
"MIRT040914","hsa","hsa","hsa-miR-18a-3p","UBXN7","0","0","0","0","1","0","0","0","1","1"
"MIRT040915","hsa","hsa","hsa-miR-18a-3p","WDR7","0","0","0","0","1","0","0","0","1","1"
"MIRT040916","hsa","hsa","hsa-miR-18a-3p","SRRM2","0","0","0","0","1","0","0","0","1","1"
"MIRT040917","hsa","hsa","hsa-miR-18a-3p","NFE2L1","0","0","0","0","1","0","0","0","1","1"
"MIRT040918","hsa","hsa","hsa-miR-18a-3p","SRF","0","0","0","0","1","0","0","0","1","1"
"MIRT040919","hsa","hsa","hsa-miR-18a-3p","NCDN","0","0","0","0","1","0","0","0","1","1"
"MIRT040920","hsa","hsa","hsa-miR-18a-3p","AGFG1","0","0","0","0","1","0","0","0","1","1"
"MIRT040921","hsa","hsa","hsa-miR-18a-3p","AP1B1","0","0","0","0","1","0","0","0","1","1"
"MIRT040922","hsa","hsa","hsa-miR-18a-3p","SETX","0","0","0","0","1","0","0","0","1","1"
"MIRT040923","hsa","hsa","hsa-miR-18a-3p","AGO1","0","0","0","0","1","0","0","0","1","1"
"MIRT040924","hsa","hsa","hsa-miR-18a-3p","FBXO31","0","0","0","0","1","0","0","0","1","1"
"MIRT040925","hsa","hsa","hsa-miR-18a-3p","IGHMBP2","0","0","0","0","1","0","0","0","1","1"
"MIRT040926","hsa","hsa","hsa-miR-18a-3p","METTL17","0","0","0","0","1","0","0","0","1","1"
"MIRT040927","hsa","hsa","hsa-miR-18a-3p","HIPK2","0","0","0","0","1","0","0","0","1","1"
"MIRT040928","hsa","hsa","hsa-miR-18a-3p","NBR1","0","0","0","0","1","0","0","0","1","1"
"MIRT040929","hsa","hsa","hsa-miR-18a-3p","EIF3I","0","0","0","0","1","0","0","0","1","1"
"MIRT040930","hsa","hsa","hsa-miR-18a-3p","HMGA1","0","0","0","0","1","0","0","0","1","1"
"MIRT040931","hsa","hsa","hsa-miR-18a-3p","KMT2D","0","0","0","0","1","0","0","1","2","3"
"MIRT040932","hsa","hsa","hsa-miR-18a-3p","NFIC","0","0","0","0","1","0","0","0","1","1"
"MIRT040933","hsa","hsa","hsa-miR-18a-3p","LPHN2","0","0","0","0","1","0","0","0","1","1"
"MIRT040934","hsa","hsa","hsa-miR-18a-3p","ASF1B","0","0","0","0","1","0","0","0","1","1"
"MIRT040935","hsa","hsa","hsa-miR-18a-3p","XPO4","0","0","0","0","1","0","0","0","1","1"
"MIRT040936","hsa","hsa","hsa-miR-18a-3p","AGPAT3","0","0","0","0","1","0","0","0","1","1"
"MIRT040937","hsa","hsa","hsa-miR-18a-3p","GFER","0","0","0","0","1","0","0","0","1","1"
"MIRT040938","hsa","hsa","hsa-miR-18a-3p","NIPBL","0","0","0","0","1","0","0","0","1","1"
"MIRT040939","hsa","hsa","hsa-miR-18a-3p","FNIP1","0","0","0","0","1","0","0","0","1","1"
"MIRT040940","hsa","hsa","hsa-miR-18a-3p","MEN1","0","0","0","0","1","0","0","0","1","1"
"MIRT040941","hsa","hsa","hsa-miR-18a-3p","RHPN1","0","0","0","0","1","0","0","0","1","1"
"MIRT040942","hsa","hsa","hsa-miR-18a-3p","CDC25A","0","0","0","0","1","0","0","0","1","1"
"MIRT040943","hsa","hsa","hsa-miR-18a-3p","PTPRN","0","0","0","0","1","0","0","0","1","1"
"MIRT040944","hsa","hsa","hsa-miR-18a-3p","PPFIA1","0","0","0","0","1","0","0","0","1","1"
"MIRT040945","hsa","hsa","hsa-miR-18a-3p","PDCD6","0","0","0","0","1","0","0","0","1","1"
"MIRT040946","hsa","hsa","hsa-miR-18a-3p","CEP152","0","0","0","0","1","0","0","0","1","1"
"MIRT040947","hsa","hsa","hsa-miR-18a-3p","ST6GAL1","0","0","0","0","1","0","0","0","1","1"
"MIRT040948","hsa","hsa","hsa-miR-18a-3p","NDOR1","0","0","0","0","1","0","0","0","1","1"
"MIRT040949","hsa","hsa","hsa-miR-18a-3p","PPIAL4G","0","0","0","0","1","0","0","0","1","1"
"MIRT040950","hsa","hsa","hsa-miR-18a-3p","GART","0","0","0","0","1","0","0","0","1","1"
"MIRT040951","hsa","hsa","hsa-miR-18a-3p","SRL","0","0","0","0","1","0","0","0","1","1"
"MIRT040952","hsa","hsa","hsa-miR-18a-3p","ATXN2L","0","0","0","0","1","0","0","0","1","1"
"MIRT040953","hsa","hsa","hsa-miR-18a-3p","EDF1","0","0","0","0","1","0","0","0","1","1"
"MIRT040954","hsa","hsa","hsa-miR-18a-3p","MYO1C","0","0","0","0","1","0","0","0","1","1"
"MIRT040955","hsa","hsa","hsa-miR-18a-3p","RPL24","0","0","0","0","1","0","0","0","1","1"
"MIRT040956","hsa","hsa","hsa-miR-18a-3p","CES2","0","0","0","0","1","0","0","0","1","1"
"MIRT040957","hsa","hsa","hsa-miR-18a-3p","LMNB2","0","0","0","0","1","0","0","0","1","1"
"MIRT040958","hsa","hsa","hsa-miR-18a-3p","PTGFRN","0","0","0","0","1","0","0","0","1","1"
"MIRT040959","hsa","hsa","hsa-miR-18a-3p","AP3S1","0","0","0","0","1","0","0","0","1","1"
"MIRT040960","hsa","hsa","hsa-miR-18a-3p","GDF11","0","0","0","0","1","0","0","0","1","1"
"MIRT040961","hsa","hsa","hsa-miR-18a-3p","PKM","0","0","0","0","1","0","0","0","1","1"
"MIRT040962","hsa","hsa","hsa-miR-18a-3p","MTRF1","0","0","0","0","1","0","0","0","1","1"
"MIRT040963","hsa","hsa","hsa-miR-18a-3p","HNRNPUL1","0","0","0","0","1","0","0","0","1","1"
"MIRT040964","hsa","hsa","hsa-miR-18a-3p","UBTF","0","0","0","0","1","0","0","0","1","1"
"MIRT040965","hsa","hsa","hsa-miR-18a-3p","KDM6B","0","0","0","0","1","0","0","0","1","1"
"MIRT040966","hsa","hsa","hsa-miR-18a-3p","TNKS1BP1","0","0","0","0","1","0","0","0","1","1"
"MIRT040967","hsa","hsa","hsa-miR-18a-3p","PMAIP1","0","0","0","0","1","0","0","0","1","1"
"MIRT040968","hsa","hsa","hsa-miR-18a-3p","TYMS","0","0","0","0","1","0","0","0","1","1"
"MIRT040969","hsa","hsa","hsa-miR-18a-3p","UBXN6","0","0","0","0","1","0","0","0","1","1"
"MIRT040970","hsa","hsa","hsa-miR-18a-3p","PGK1","0","0","0","0","1","0","0","1","2","3"
"MIRT040971","hsa","hsa","hsa-miR-18a-3p","CLU","0","0","0","0","1","0","0","0","1","1"
"MIRT040972","hsa","hsa","hsa-miR-18a-3p","NAA16","0","0","0","0","1","0","0","0","1","1"
"MIRT040973","hsa","hsa","hsa-miR-18a-3p","MINK1","0","0","0","0","1","0","0","0","1","1"
"MIRT040974","hsa","hsa","hsa-miR-18a-3p","EIF3A","0","0","0","0","1","0","0","0","1","1"
"MIRT040975","hsa","hsa","hsa-miR-18a-3p","SLC46A1","0","0","0","0","1","0","0","0","1","1"
"MIRT040976","hsa","hsa","hsa-miR-18a-3p","MED24","0","0","0","0","1","0","0","0","1","1"
"MIRT040977","hsa","hsa","hsa-miR-18a-3p","MAST2","0","0","0","0","1","0","0","0","1","1"
"MIRT040978","hsa","hsa","hsa-miR-18a-3p","UBN1","0","0","0","0","1","0","0","0","1","1"
"MIRT040979","hsa","hsa","hsa-miR-18a-3p","ATP8B2","0","0","0","0","1","0","0","0","1","1"
"MIRT040980","hsa","hsa","hsa-miR-18a-3p","SVIL","0","0","0","0","1","0","0","0","1","1"
"MIRT200691","hsa","hsa","hsa-miR-18a-3p","NUP62","0","0","0","0","1","0","0","1","2","4"
"MIRT311181","hsa","hsa","hsa-miR-18a-3p","ANKRD33B","0","0","0","0","1","0","0","1","2","4"
"MIRT378518","hsa","hsa","hsa-miR-18a-3p","CDKN1A","0","0","0","0","1","0","0","1","2","4"
"MIRT462157","hsa","hsa","hsa-miR-18a-3p","IGFBP5","0","0","0","0","1","0","0","1","2","2"
"MIRT464908","hsa","hsa","hsa-miR-18a-3p","TXNIP","0","0","0","0","1","0","0","1","2","2"
"MIRT467476","hsa","hsa","hsa-miR-18a-3p","SMYD1","0","0","0","0","1","0","0","1","2","4"
"MIRT480652","hsa","hsa","hsa-miR-18a-3p","BSCL2","0","0","0","0","1","0","0","1","2","2"
"MIRT485444","hsa","hsa","hsa-miR-18a-3p","KCTD15","0","0","0","0","1","0","0","1","2","4"
"MIRT487222","hsa","hsa","hsa-miR-18a-3p","HIC1","0","0","0","0","1","0","0","1","2","2"
"MIRT488383","hsa","hsa","hsa-miR-18a-3p","VAV3","0","0","0","0","1","0","0","1","2","6"
