mirna
BDNF
CDK14
CEBPZ
CORO1C
CPED1
G6PD
GJA1
GLCCI1
GPR137C
HACD3
KAT6A
KCNIP3
MMD
MMD2
NFATC3
PAX7
PDIK1L
PHAX
SLC10A7
SLC39A10
SLC44A1
SMIM14
SNX2
SS18
SULF1
TAGLN2
TMCC1
TNKS2
TPPP
TWF1
UNC119B
UTRN
XPO6
ZNF281
