mirna
ALCAM
AP4E1
ARFGEF2
B3GALNT2
BEND3
C21ORF91
CPEB2
CTNNA1
DDHD2
DOK6
DSE
ENPEP
FBN1
FSTL1
KCNJ2
LDLRAP1
LIN28B
LYVE1
MAGT1
MDGA2
MICAL2
MTHFD2
MYOCD
NID2
NOX4
ONECUT2
PHLDB2
POU2F1
PRDM1
PRDM6
PRTG
PYGO2
RMND5A
SDC2
SHC1
SHROOM4
SLC39A9
SLC50A1
SLC8A1
SNX25
SOCS5
SPATA16
STARD13
STEAP3
TLNRD1
TNC
TRIM71
UBE3C
UHMK1
YBX3
ZBTB41
