mirna
AGBL4
ALS2
ANKRD13C
APOL6
ASB5
ATL2
ATP2B2
ATRN
BCAP29
BCL11A
BDNF
C5ORF22
CADM1
CADPS2
CAMTA1
CD9
CDK6
CDON
CELF2
CPEB3
CTNND2
DCUN1D4
DDIT4
DEPDC5
DICER1
DMRTC2
DNAJC6
DNAL1
EEF2K
ELL2
EVI5
FEM1C
FGF14
FZD4
GLIS3
HIPK1
HJURP
HTR1E
IGF1
IL1B
INO80D
KDM5D
KHDRBS2
KLHL15
KLK10
KMT2C
LRRTM4
MBTD1
MDC1
MECOM
MFAP3L
MGRN1
MIB1
MINDY2
MTA3
MYEF2
MYT1L
NAPG
NDUFB6
NECTIN3
NFIA
NHLH2
NPAP1
NR6A1
NRXN1
NRXN3
NTNG1
NUFIP2
NUP62CL
PAF1
PANK3
PBRM1
PCDHB9
PDLIM5
PHLPP2
PLCH1
POGZ
PPP4R3B
PRELID3B
PRKD3
PSAPL1
R3HDM2
RBMS3
RIMKLB
RLF
RORB
RPRML
RPS6KA3
RUNX1T1
SATB2
SCAI
SEPT7
SESN3
SHOX2
SLC30A7
SMC5
SYT15
TENT5A
TESMIN
TFAP4
TGFBR3
THBS2
TNFRSF1B
TPD52L3
TRIP11
TRMT9B
U2SURP
UBA52
UNC5C
WBP1L
ZFAND5
ZFHX3
ZFX
