mirna
ABHD17C
ACVR1C
ADAMTSL3
AFF4
AKIRIN1
ARFGEF1
ARHGEF26
BEX3
BTG2
C2CD2
CDS1
DCUN1D4
DNAJC27
EHF
EYA1
EYA4
FBXW7
FOXA3
GAB1
GATC
GCC2
GPAM
GRIA4
GRIN2D
GXYLT1
HOXA5
KCNK2
KDM7A
KIAA1109
MBTD1
MMD
NRK
ONECUT2
PDS5B
PHLPP2
PLEKHJ1
PLK2
PRR3
RGPD4
RGPD5
RGPD6
RGPD8
RNF139
RPS6KA5
RUNX1
SBF2
SEMA6A
SLC7A11
SOS1
ST6GALNAC3
TAB3
TMBIM6
TMCC1
TMEM170B
TNPO1
TRPV3
USP42
USP46
WNK3
ZBTB34
