mirna
A1CF
AAK1
ADAMTS6
ATG5
C3ORF70
CHAC2
DLG4
FAM122A
FBXO11
INO80D
LRP2
RAB3GAP2
RICTOR
SAR1B
SCAI
SEMA3A
STARD13
UBE2H
UNC5C
ZBTB14
ZNF148
ZNF772
