mirna
ACVR2A
AHCTF1
ANO5
APC
APIP
ATP8A1
BACH2
BRWD3
C2CD5
C6ORF62
CACNB4
CALHM4
CLIC2
CRISPLD1
CTBS
CTSO
DBT
DCP2
DCUN1D5
DENND4C
DMGDH
DNAI2
DNAJB14
ERO1B
ETNK1
FAM210A
FAM76B
FZD3
GABPA
GLS
GPBP1
GPR180
GSKIP
GUCY1A2
GXYLT1
HBS1L
HIPK1
HOOK3
INTS2
IPO7
IQGAP2
IRS1
KCNMA1
MYO6
MYRIP
NAPEPLD
NCKAP5
OGFRL1
PAPOLG
PHACTR3
PHIP
PJA2
PLEKHH2
PTGFR
RBFOX1
RC3H1
RMND5A
RNFT1
RPRD1B
SGIP1
SLC10A2
SLC30A4
SLC4A4
SNTG1
SOBP
STRIP2
TEAD1
TENT5A
THSD7A
TMEM200A
TMEM229A
TMEM38B
TMF1
TOX3
TTC33
TTLL7
TUSC3
UBE4A
USP25
VASH2
VCAN
VPS50
ZNF704
