mirna
ADAMTS3
ADAMTS5
CCDC148
CDK6
CUL3
DGKH
DNAL1
ETNK1
FBXL17
FGF2
FUT9
FZD3
GDAP1
GOLIM4
ICA1L
KCNMA1
KLF10
LARP4
MAP7
NCEH1
NECAB1
NR4A3
NRIP1
RB1
REEP3
RFX3
RNF138
S1PR3
SCAF11
SP4
TMEM33
TRIM33
UBR3
ZC3H12C
ZFP30
ZMAT3
