mirna
AHR
CCDC88A
CDC42BPA
CNTN1
DMD
FAM156A
FAM156B
FBN1
GPR22
GRIA2
LPP
LRRC8C
MANEA
OXR1
PAIP1
PLEKHA3
POU2F2
PTPRJ
RASSF8
RMND5A
STC1
VIP
ZNF217
