mirna
ANO5
DMXL2
DYNC1LI2
FBXO34
FMNL2
GOLGA6L4
GPCPD1
IL1A
KLHL5
LIFR
LMO1
MAPK1
MTF2
NWD2
ONECUT2
OSBPL8
PER3
PLAG1
PRTG
SLC38A4
ST6GALNAC3
STT3B
TBC1D1
TNFSF11
YTHDC1
ZBTB43
ZFHX4
